timestamp,frame_id,species,confidence,x1,y1,x2,y2,image_width,image_height,mask_area_px2
2026-07-16T15:35:31,84,asparagopsis_armata,0.328,681.5,0.0,1917.4,1076.7,1920,1080,667282.5
2026-07-16T15:35:31,85,asparagopsis_armata,0.449,681.3,0.0,1908.4,1076.6,1920,1080,653301.0
2026-07-16T15:35:31,89,asparagopsis_armata,0.306,706.5,1.2,1915.3,1074.8,1920,1080,618223.5
2026-07-16T15:35:31,90,asparagopsis_armata,0.356,710.5,0.0,1916.1,1073.9,1920,1080,704754.0
2026-07-16T15:35:31,91,asparagopsis_armata,0.255,719.0,0.0,1913.5,1074.9,1920,1080,688675.5
2026-07-16T15:35:31,92,asparagopsis_armata,0.708,720.0,252.6,1402.9,1075.9,1920,1080,372775.5
2026-07-16T15:35:31,93,asparagopsis_armata,0.337,682.4,263.4,1389.7,1077.0,1920,1080,404244.0
2026-07-16T15:35:32,103,hildenbrandia_rubra,0.474,631.4,0.0,1919.4,1080.0,1920,1080,1086282.0
2026-07-16T15:35:33,126,botrylloides_violaceus,0.284,1236.1,17.7,1854.4,344.7,1920,1080,126229.5
2026-07-16T15:35:33,137,hildenbrandia_rubra,0.255,1714.3,0.0,1919.2,438.7,1920,1080,37030.5
2026-07-16T15:35:33,138,hildenbrandia_rubra,0.275,1716.4,0.0,1919.0,452.5,1920,1080,37017.0
2026-07-16T15:35:33,139,rugulopteryx_okamurae,0.597,400.3,354.6,1844.5,1080.0,1920,1080,488889.0
2026-07-16T15:35:33,143,rugulopteryx_okamurae,0.283,382.7,276.4,1906.9,1080.0,1920,1080,680211.0
2026-07-16T15:35:33,144,rugulopteryx_okamurae,0.332,379.9,246.5,1910.8,1080.0,1920,1080,794889.0
2026-07-16T15:35:33,145,rugulopteryx_okamurae,0.595,362.6,257.4,1906.5,1080.0,1920,1080,720882.0
2026-07-16T15:35:33,146,rugulopteryx_okamurae,0.497,350.3,240.9,1906.6,1080.0,1920,1080,860211.0
2026-07-16T15:35:33,147,rugulopteryx_okamurae,0.298,301.0,232.6,1910.2,1080.0,1920,1080,926406.0
2026-07-16T15:35:34,157,hildenbrandia_rubra,0.521,124.6,0.0,1920.0,1080.0,1920,1080,1525252.5
2026-07-16T15:35:34,158,hildenbrandia_rubra,0.279,47.3,0.0,1920.0,1080.0,1920,1080,1565793.0
2026-07-16T15:35:34,162,rugulopteryx_okamurae,0.263,7.7,65.6,711.7,1080.0,1920,1080,496993.5
2026-07-16T15:35:34,167,botrylloides_violaceus,0.269,67.6,0.0,1909.7,1080.0,1920,1080,1642131.0
2026-07-16T15:35:34,168,botrylloides_violaceus,0.320,38.7,0.0,1907.9,1080.0,1920,1080,1743583.5
2026-07-16T15:35:34,171,botrylloides_violaceus,0.695,29.9,0.0,1901.7,1080.0,1920,1080,1832553.0
2026-07-16T15:35:34,172,botrylloides_violaceus,0.738,38.4,0.0,1907.4,1080.0,1920,1080,1796566.5
2026-07-16T15:35:34,173,botrylloides_violaceus,0.667,28.9,0.0,1906.5,1080.0,1920,1080,1806192.0
2026-07-16T15:35:34,174,botrylloides_violaceus,0.753,16.8,0.0,1910.4,1080.0,1920,1080,1856808.0
2026-07-16T15:35:34,175,botrylloides_violaceus,0.755,16.2,0.0,1909.6,1080.0,1920,1080,1858662.0
2026-07-16T15:35:34,176,botrylloides_violaceus,0.648,64.7,0.0,1915.3,1080.0,1920,1080,1817644.5
2026-07-16T15:35:34,177,botrylloides_violaceus,0.776,60.2,0.0,1912.3,1080.0,1920,1080,1844266.5
2026-07-16T15:35:34,178,botrylloides_violaceus,0.634,22.2,0.0,1909.1,1080.0,1920,1080,1858072.5
2026-07-16T15:35:34,179,botrylloides_violaceus,0.656,27.0,0.0,1910.9,1080.0,1920,1080,1787103.0
2026-07-16T15:35:34,180,botrylloides_violaceus,0.669,22.8,0.0,1910.9,1080.0,1920,1080,1809936.0
2026-07-16T15:35:34,181,botrylloides_violaceus,0.704,43.5,0.0,1911.2,1080.0,1920,1080,1841710.5
2026-07-16T15:35:35,182,botrylloides_violaceus,0.734,59.7,0.0,1910.8,1080.0,1920,1080,1832553.0
2026-07-16T15:35:35,183,botrylloides_violaceus,0.799,94.0,0.0,1915.0,1080.0,1920,1080,1659141.0
2026-07-16T15:35:35,184,botrylloides_violaceus,0.778,80.7,0.0,1915.4,1080.0,1920,1080,1604448.0
2026-07-16T15:35:35,185,botrylloides_violaceus,0.659,67.9,0.0,1920.0,1080.0,1920,1080,1752070.5
2026-07-16T15:35:35,186,hildenbrandia_rubra,0.424,40.9,0.0,1920.0,1080.0,1920,1080,1591875.0
2026-07-16T15:35:35,187,botrylloides_violaceus,0.353,1382.8,0.0,1791.2,294.2,1920,1080,60066.0
2026-07-16T15:35:35,188,botrylloides_violaceus,0.382,110.7,0.0,1917.3,1066.8,1920,1080,1619878.5
2026-07-16T15:35:35,188,hildenbrandia_rubra,0.268,81.0,0.0,1920.0,1076.4,1920,1080,1618983.0
2026-07-16T15:35:35,189,botrylloides_violaceus,0.319,107.7,0.0,1920.0,1068.5,1920,1080,1589224.5
2026-07-16T15:35:35,190,rugulopteryx_okamurae,0.520,80.4,0.0,1920.0,1056.9,1920,1080,1526620.5
2026-07-16T15:35:35,191,rugulopteryx_okamurae,0.376,57.6,0.0,1920.0,1072.6,1920,1080,1711350.0
2026-07-16T15:35:35,192,rugulopteryx_okamurae,0.569,71.0,0.0,1920.0,1080.0,1920,1080,1688436.0
2026-07-16T15:35:35,203,rugulopteryx_okamurae,0.322,32.8,5.3,1913.9,1080.0,1920,1080,1771515.0
2026-07-16T15:35:35,204,rugulopteryx_okamurae,0.268,99.0,6.5,1920.0,1065.0,1920,1080,1685736.0
2026-07-16T15:35:35,205,rugulopteryx_okamurae,0.521,58.9,10.3,1912.3,1067.2,1920,1080,1621413.0
2026-07-16T15:35:35,206,rugulopteryx_okamurae,0.444,67.4,6.4,1917.8,1074.9,1920,1080,1611351.0
2026-07-16T15:35:35,207,rugulopteryx_okamurae,0.331,67.5,0.0,1920.0,1073.0,1920,1080,1636888.5
2026-07-16T15:35:35,208,rugulopteryx_okamurae,0.397,77.2,0.2,1920.0,1062.3,1920,1080,1558710.0
2026-07-16T15:35:35,209,rugulopteryx_okamurae,0.651,78.1,0.0,1920.0,1074.9,1920,1080,1696851.0
2026-07-16T15:35:36,210,botrylloides_violaceus,0.642,1286.3,0.0,1779.7,284.2,1920,1080,88407.0
2026-07-16T15:35:36,210,rugulopteryx_okamurae,0.624,73.0,0.0,1920.0,1080.0,1920,1080,1715868.0
2026-07-16T15:35:36,211,rugulopteryx_okamurae,0.585,112.2,0.0,1920.0,1080.0,1920,1080,1685043.0
2026-07-16T15:35:36,211,botrylloides_violaceus,0.489,333.4,6.3,732.5,211.3,1920,1080,40783.5
2026-07-16T15:35:36,212,rugulopteryx_okamurae,0.715,93.3,1.0,1920.0,1080.0,1920,1080,1740397.5
2026-07-16T15:35:36,212,botrylloides_violaceus,0.385,1406.2,0.0,1780.4,256.8,1920,1080,61641.0
2026-07-16T15:35:36,213,botrylloides_violaceus,0.577,1359.8,0.0,1801.5,241.7,1920,1080,62509.5
2026-07-16T15:35:36,214,rugulopteryx_okamurae,0.359,65.2,0.0,1910.3,1080.0,1920,1080,1656063.0
2026-07-16T15:35:36,215,botrylloides_violaceus,0.686,1301.4,0.0,1785.9,330.9,1920,1080,77796.0
2026-07-16T15:35:36,215,rugulopteryx_okamurae,0.426,49.3,0.0,1920.0,1080.0,1920,1080,1757524.5
2026-07-16T15:35:36,216,rugulopteryx_okamurae,0.574,51.3,0.0,1915.3,1080.0,1920,1080,1777527.0
2026-07-16T15:35:36,217,rugulopteryx_okamurae,0.604,57.2,0.9,1914.2,1080.0,1920,1080,1726483.5
2026-07-16T15:35:36,218,rugulopteryx_okamurae,0.638,37.9,0.0,1917.3,1080.0,1920,1080,1803748.5
2026-07-16T15:35:36,219,rugulopteryx_okamurae,0.552,74.1,0.0,1911.2,1080.0,1920,1080,1798726.5
2026-07-16T15:35:36,219,hildenbrandia_rubra,0.266,68.2,0.0,1909.3,1080.0,1920,1080,1766560.5
2026-07-16T15:35:36,220,rugulopteryx_okamurae,0.544,33.8,0.0,1906.3,1080.0,1920,1080,1827238.5
2026-07-16T15:35:36,221,rugulopteryx_okamurae,0.529,86.2,0.0,1920.0,1080.0,1920,1080,1812676.5
2026-07-16T15:35:36,221,hildenbrandia_rubra,0.276,69.2,0.0,1907.3,1080.0,1920,1080,1786275.0
2026-07-16T15:35:36,222,rugulopteryx_okamurae,0.539,88.4,0.0,1914.7,1080.0,1920,1080,1788030.0
2026-07-16T15:35:36,222,hildenbrandia_rubra,0.395,82.7,0.0,1915.3,1080.0,1920,1080,1774125.0
2026-07-16T15:35:36,223,hildenbrandia_rubra,0.703,72.6,0.0,1912.6,1080.0,1920,1080,1751107.5
2026-07-16T15:35:36,224,rugulopteryx_okamurae,0.430,97.3,5.2,1918.0,1080.0,1920,1080,1717614.0
2026-07-16T15:35:36,224,hildenbrandia_rubra,0.404,85.2,8.8,1897.3,1080.0,1920,1080,1663996.5
2026-07-16T15:35:36,225,rugulopteryx_okamurae,0.434,89.9,10.4,1912.8,1080.0,1920,1080,1745325.0
2026-07-16T15:35:36,225,hildenbrandia_rubra,0.362,38.2,19.6,1907.7,1080.0,1920,1080,1754653.5
2026-07-16T15:35:36,227,rugulopteryx_okamurae,0.559,49.8,8.6,1900.2,1080.0,1920,1080,1749739.5
2026-07-16T15:35:36,227,hildenbrandia_rubra,0.338,62.1,14.9,1897.4,1080.0,1920,1080,1731546.0
2026-07-16T15:35:36,228,rugulopteryx_okamurae,0.405,84.2,3.0,1919.1,1080.0,1920,1080,1745869.5
2026-07-16T15:35:36,229,rugulopteryx_okamurae,0.456,91.4,4.9,1919.2,1080.0,1920,1080,1675561.5
2026-07-16T15:35:36,230,rugulopteryx_okamurae,0.472,93.7,0.0,1919.1,1080.0,1920,1080,1678716.0
2026-07-16T15:35:36,231,rugulopteryx_okamurae,0.297,89.2,3.1,1918.3,1080.0,1920,1080,1628914.5
2026-07-16T15:35:36,232,rugulopteryx_okamurae,0.390,88.8,2.8,1919.7,1080.0,1920,1080,1664793.0
2026-07-16T15:35:36,233,rugulopteryx_okamurae,0.629,78.7,2.6,1920.0,1080.0,1920,1080,1750383.0
2026-07-16T15:35:36,234,rugulopteryx_okamurae,0.463,90.3,6.7,1920.0,1080.0,1920,1080,1771470.0
2026-07-16T15:35:36,235,rugulopteryx_okamurae,0.645,77.6,11.1,1920.0,1080.0,1920,1080,1774188.0
2026-07-16T15:35:37,236,rugulopteryx_okamurae,0.518,88.8,5.2,1899.7,1076.6,1920,1080,1779493.5
2026-07-16T15:35:37,240,hildenbrandia_rubra,0.294,68.3,0.0,1917.2,1080.0,1920,1080,1800657.0
2026-07-16T15:35:37,243,hildenbrandia_rubra,0.273,48.6,0.0,1906.8,1080.0,1920,1080,1719022.5
2026-07-16T15:35:37,245,hildenbrandia_rubra,0.522,118.4,0.6,1907.7,1080.0,1920,1080,1637410.5
2026-07-16T15:35:37,246,hildenbrandia_rubra,0.270,109.6,0.0,1914.4,1038.3,1920,1080,1394869.5
2026-07-16T15:35:37,246,botrylloides_violaceus,0.252,1049.0,343.8,1072.4,367.2,1920,1080,400.5
2026-07-16T15:35:37,253,hildenbrandia_rubra,0.302,1718.4,0.0,1918.9,441.1,1920,1080,36427.5
2026-07-16T15:35:37,255,hildenbrandia_rubra,0.486,1719.6,0.0,1919.0,443.4,1920,1080,36400.5
2026-07-16T15:35:37,256,rugulopteryx_okamurae,0.438,64.0,323.3,1910.1,1080.0,1920,1080,1000773.0
2026-07-16T15:35:37,256,hildenbrandia_rubra,0.321,1718.4,0.0,1919.1,434.4,1920,1080,36540.0
2026-07-16T15:35:37,257,hildenbrandia_rubra,0.446,1720.8,0.0,1919.1,424.4,1920,1080,35860.5
2026-07-16T15:35:37,258,hildenbrandia_rubra,0.588,1722.2,0.0,1919.2,424.0,1920,1080,35991.0
2026-07-16T15:35:37,259,rugulopteryx_okamurae,0.570,77.8,270.6,1920.0,1080.0,1920,1080,1235529.0
2026-07-16T15:35:37,259,hildenbrandia_rubra,0.306,1716.3,0.0,1920.0,413.4,1920,1080,36238.5
2026-07-16T15:35:37,260,rugulopteryx_okamurae,0.678,76.1,253.1,1920.0,1080.0,1920,1080,1278301.5
2026-07-16T15:35:37,260,hildenbrandia_rubra,0.252,1715.7,0.0,1920.0,409.9,1920,1080,36153.0
2026-07-16T15:35:37,261,rugulopteryx_okamurae,0.641,28.6,242.2,1913.2,1080.0,1920,1080,1301040.0
2026-07-16T15:35:37,262,rugulopteryx_okamurae,0.821,95.7,251.3,1913.2,1080.0,1920,1080,1257120.0
2026-07-16T15:35:37,262,hildenbrandia_rubra,0.266,1716.4,0.0,1920.0,411.3,1920,1080,36364.5
2026-07-16T15:35:38,263,rugulopteryx_okamurae,0.509,92.0,248.9,1917.1,1080.0,1920,1080,1282810.5
2026-07-16T15:35:38,264,rugulopteryx_okamurae,0.859,102.0,241.7,1920.0,1080.0,1920,1080,1259316.0
2026-07-16T15:35:38,264,hildenbrandia_rubra,0.343,1716.5,0.0,1919.3,431.2,1920,1080,36004.5
2026-07-16T15:35:38,265,rugulopteryx_okamurae,0.826,98.7,228.8,1920.0,1080.0,1920,1080,1272109.5
2026-07-16T15:35:38,265,hildenbrandia_rubra,0.261,1715.1,0.0,1920.0,369.7,1920,1080,35590.5
2026-07-16T15:35:38,266,rugulopteryx_okamurae,0.903,94.8,272.6,1920.0,1080.0,1920,1080,1246266.0
2026-07-16T15:35:38,267,rugulopteryx_okamurae,0.850,78.8,266.3,1911.9,1080.0,1920,1080,1235803.5
