timestamp,frame_id,species,confidence,x1,y1,x2,y2,image_width,image_height,mask_area_px2
2026-07-16T15:44:47,227,rugulopteryx_okamurae,0.716,12.4,182.2,776.6,1079.6,1920,1080,558364.5
2026-07-16T15:44:48,228,rugulopteryx_okamurae,0.450,8.4,7.3,865.9,1080.0,1920,1080,769990.5
2026-07-16T15:44:48,229,rugulopteryx_okamurae,0.712,13.1,5.9,896.1,1076.8,1920,1080,791788.5
2026-07-16T15:44:48,230,rugulopteryx_okamurae,0.576,6.0,4.9,980.1,1078.2,1920,1080,764860.5
2026-07-16T15:44:48,230,asparagopsis_armata,0.305,6.0,5.5,957.2,1075.4,1920,1080,786996.0
2026-07-16T15:44:48,232,rugulopteryx_okamurae,0.721,13.0,4.8,925.8,1079.1,1920,1080,799902.0
2026-07-16T15:44:48,233,rugulopteryx_okamurae,0.484,15.0,3.9,993.4,1080.0,1920,1080,856098.0
2026-07-16T15:44:48,235,rugulopteryx_okamurae,0.308,12.6,8.6,849.6,1080.0,1920,1080,715464.0
2026-07-16T15:44:48,242,rugulopteryx_okamurae,0.310,11.5,3.4,960.4,1076.3,1920,1080,836743.5
2026-07-16T15:44:48,242,hildenbrandia_rubra,0.280,14.5,2.5,962.0,1075.3,1920,1080,838075.5
2026-07-16T15:44:48,245,hildenbrandia_rubra,0.375,15.8,1.6,987.0,1075.2,1920,1080,886590.0
2026-07-16T15:44:49,263,asparagopsis_armata,0.378,20.3,1.6,1028.5,1080.0,1920,1080,862605.0
2026-07-16T15:44:49,263,rugulopteryx_okamurae,0.258,20.1,2.4,1030.0,1080.0,1920,1080,930555.0
2026-07-16T15:44:49,264,asparagopsis_armata,0.824,26.0,0.7,1043.2,1080.0,1920,1080,777190.5
2026-07-16T15:44:49,265,asparagopsis_armata,0.761,22.5,0.0,1083.8,1080.0,1920,1080,770836.5
2026-07-16T15:44:49,266,asparagopsis_armata,0.670,15.4,0.0,1158.0,1080.0,1920,1080,791824.5
2026-07-16T15:44:49,267,asparagopsis_armata,0.487,19.0,0.0,1109.0,1078.9,1920,1080,782518.5
2026-07-16T15:44:49,268,asparagopsis_armata,0.260,17.1,0.0,1060.0,1077.8,1920,1080,773649.0
2026-07-16T15:44:49,269,asparagopsis_armata,0.347,16.4,0.0,1089.7,1077.5,1920,1080,777298.5
2026-07-16T15:44:50,290,rugulopteryx_okamurae,0.313,13.6,2.4,1102.3,1078.2,1920,1080,956398.5
2026-07-16T15:44:50,291,rugulopteryx_okamurae,0.251,11.3,3.2,1095.1,1079.6,1920,1080,940230.0
2026-07-16T15:44:50,294,asparagopsis_armata,0.260,10.1,0.0,1053.2,1076.0,1920,1080,903510.0
2026-07-16T15:44:50,297,rugulopteryx_okamurae,0.324,17.4,6.5,1024.4,1080.0,1920,1080,922041.0
2026-07-16T15:44:50,298,rugulopteryx_okamurae,0.468,16.6,3.7,1028.5,1080.0,1920,1080,903096.0
2026-07-16T15:44:50,305,rugulopteryx_okamurae,0.257,12.3,5.1,1037.7,1072.9,1920,1080,895293.0
2026-07-16T15:44:51,322,asparagopsis_armata,0.324,14.8,0.0,1429.2,1078.5,1920,1080,1134076.5
2026-07-16T15:44:51,331,rugulopteryx_okamurae,0.295,38.5,599.9,796.7,1080.0,1920,1080,285273.0
2026-07-16T15:44:51,332,rugulopteryx_okamurae,0.490,40.3,617.1,792.6,1080.0,1920,1080,284134.5
2026-07-16T15:44:51,332,rugulopteryx_okamurae,0.271,925.7,178.4,1550.5,1055.7,1920,1080,409981.5
2026-07-16T15:44:51,333,rugulopteryx_okamurae,0.315,38.6,603.7,796.2,1080.0,1920,1080,289336.5
2026-07-16T15:44:51,334,rugulopteryx_okamurae,0.271,39.2,592.7,808.5,1080.0,1920,1080,291190.5
